movie_id,title,description,release_date,vote_avg,genres,actors,crew,keywords
1639,Speed 2: Cruise Control,Sandra Bullock and Jason Patric star as a young couple whose dream cruise turns to terror when a lunatic computer genius (Willem Dafoe) sets a new course for destruction.,1997-06-13,4.1,"Adventure, Action, Thriller","Sandra Bullock | Annie Porter | 0, Jason Patric | Alex Shaw | 1, Willem Dafoe | John Geiger | 2, Temuera Morrison | Juliano | 3, Mike Hagerty | Harvey | 4","Jan de Bont | Director, Jan de Bont | Producer, Steve Perry | Producer, Michael Peyser | Producer","boat, cruise, computer, disaster, diamond, collision course"
80274,Ender's Game,"Based on the classic novel by Orson Scott Card, Ender's Game is the story of the Earth's most gifted children training to defend their homeplanet in the space wars of the future.",2013-10-23,6.6,"Adventure, Action, Science Fiction","Asa Butterfield | Ender Wiggin | 0, Harrison Ford | Colonel Hyrum Graff | 1, Hailee Steinfeld | Petra Arkanian | 2, Abigail Breslin | Valentine Wiggin | 3, Ben Kingsley | Mazer Rackham | 4","Gavin Hood | Director, Alex Kurtzman | Producer, Roberto Orci | Producer, Robert Chartoff | Producer, Gigi Pritzker | Producer, Lynn Hendee | Producer, Orson Scott Card | Producer, Linda McDonough | Producer, Ed Ulbrich | Producer","based on novel, intolerance, chosen one, child prodigy, futuristic, space, science fiction, alien invasion, military school, morality tale, based on young adult novel"
1571,Live Free or Die Hard,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",2007-06-20,6.4,"Action, Thriller","Bruce Willis | John McClane | 0, Justin Long | Matthew 'Matt' Farrell | 1, Timothy Olyphant | Thomas Gabriel | 2, Cliff Curtis | Bowman | 3, Maggie Q | Mai Linh | 4","Len Wiseman | Director, Michael Fottrell | Producer","usa, washington d.c., helicopter, hostage, fbi, kidnapping, hacker, satellite, transport of prisoners, traffic jam, fistfight, ex-cop, sequel, suspense, shootout, explosion, violence, cell phone, car chase, police car, walkie talkie, based on article, cyber terrorism, action hero, power plant"
120,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",2001-12-18,8.0,"Adventure, Fantasy, Action","Elijah Wood | Frodo Baggins | 0, Ian McKellen | Gandalf the Grey | 1, Cate Blanchett | Galadriel | 2, Orlando Bloom | Legolas | 3, Sean Bean | Boromir | 4","Peter Jackson | Director, Peter Jackson | Producer, Barrie M. Osborne | Producer","elves, dwarves, orcs, middle-earth (tolkien), hobbit, based on novel, mountains, fireworks, castle, volcano, password, death of a friend, uncle, mirror, wizard, sword and sorcery"
10204,Around the World in 80 Days,"A bet pits a British inventor, a Chinese thief and a French artist on a worldwide adventure that they can circle the globe in 80 days.",2004-06-16,5.7,"Adventure, Action, Comedy","Jackie Chan | Passepartout / Lau Xing | 0, Steve Coogan | Phileas Fogg | 1, Cécile de France | Monique Laroche | 2, Robert Fyfe | Jean Michel | 3, Jim Broadbent | Lord Kelvin | 4","Hal Lieberman | Producer, Bill Badalato | Producer, Frank Coraci | Director","paris, london england, new york, jules verne, san francisco, istanbul, hot air balloon, journey round the world"
8489,Ali,"In 1964, a brash new pro boxer, fresh from his olympic gold medal victory, explodes on to the scene; Cassius Clay. Bold and outspoken, he cuts an entirely new image for African Americans in sport with his proud public self confidence and his unapologetic belief that he is the greatest boxer of all time. Yet at the top of his game, both Ali's personal and professional lives face the ultimate test.",2001-12-11,6.7,Drama,"Will Smith | Cassius Clay | 0, Jamie Foxx | Drew 'Bundini' Brown | 1, Jon Voight | Howard Cosell | 2, Mario Van Peebles | Malcolm X | 3, Ron Silver | Angelo Dundee | 4","Michael Mann | Director, Michael Mann | Producer, Jon Peters | Producer, James Lassiter | Producer, Paul Ardaji | Producer","usa, transporter, boxer, biography, muhammad"
10588,The Cat in the Hat,"Conrad and Sally Walden are home alone with their pet fish. It is raining outside, and there is nothing to do. Until The Cat in the Hat walks in the front door. He introduces them to their imagination, and at first it's all fun and games, until things get out of hand, and The Cat must go, go, go, before their parents get back.",2003-11-21,4.9,"Fantasy, Comedy, Family","Mike Myers | The Cat | 0, Dakota Fanning | Sally Walden | 1, Spencer Breslin | Conrad Walden | 2, Kelly Preston | Joan Walden | 3, Alec Baldwin | Larry Quinn | 4","Brian Grazer | Producer, Bo Welch | Director","cat, brother sister relationship, boredom, chaos, step father, based on children's book"
2048,"I, Robot","In 2035, where robots are common-place and abide by the three laws of robotics, a techno-phobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.",2004-07-15,6.7,"Action, Science Fiction","Will Smith | Del Spooner | 0, Bridget Moynahan | Susan Calvin | 1, Alan Tudyk | Sonny | 2, James Cromwell | Dr. Alfred Lanning | 3, Bruce Greenwood | Lawrence Robertson | 4","John Davis | Producer, Wyck Godfrey | Producer, Laurence Mark | Producer, Alex Proyas | Director, Topher Dow | Producer, Michael Lee Baron | Producer","suicide, artificial intelligence, man vs machine, chicago, based on novel, hero, future, law, dystopia, police, murder, robot, 3d, humanoid robot"
1495,Kingdom of Heaven,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",2005-05-03,6.6,"Adventure, Drama, Action, History, War","Orlando Bloom | Balian de Ibelin | 0, Eva Green | Sibylla | 1, Jeremy Irons | Tiberias | 2, Marton Csokas | Guy de Lusignan | 3, Brendan Gleeson | Reynald de Chatillon | 4","Ridley Scott | Director, Ridley Scott | Producer","crusade, epic, knight, swordsman, order of the templars, religious, knight templars, saladin, king richard"
10137,Stuart Little,"The adventures of a heroic and debonair stalwart mouse named Stuart Little with human qualities, who faces some comic misadventures while searching for his lost bird friend and living with a human family as their child.",1999-12-17,5.8,"Fantasy, Animation, Comedy, Family","Michael J. Fox | Stuart Little (voice) | 0, Geena Davis | Mrs. Eleanor Little | 1, Hugh Laurie | Mr. Fredrick Little | 2, Jonathan Lipnicki | George Little | 3, Nathan Lane | Snowbell (voice) | 4","Douglas Wick | Producer, Rob Minkoff | Director","brother brother relationship, based on novel, cat, mouse, adoption, orphanage, step brother, kids and family, new york city twin towers, gangster"
10198,The Princess and the Frog,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to do face the same problem after she kisses him.",2009-12-08,6.7,"Animation, Music, Romance, Family","Anika Noni Rose | Tiana (voice) | 0, Bruno Campos | Prince Naveen (voice) | 1, Keith David | Dr. Facilier (voice) | 2, Michael-Leon Wooley | Louis (voice) | 3, Jennifer Cody | Charlotte (voice) | 4","Ron Clements | Director, John Musker | Director, Peter Del Vecho | Producer","based on novel, voodoo, kiss, princess, animation, cajun, firefly, based on fairy tale, duringcreditsstinger, big dreams, frog prince, charlatan"
286217,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",2015-09-30,7.6,"Adventure, Drama, Science Fiction","Matt Damon | Mark Watney | 0, Jessica Chastain | Melissa Lewis | 1, Kristen Wiig | Annie Montrose | 2, Jeff Daniels | Teddy Sanders | 3, Michael Peña | Rick Martinez | 4","Ridley Scott | Director, Ridley Scott | Producer, Mark Huffam | Producer, Simon Kinberg | Producer, Michael Schaefer | Producer","based on novel, mars, nasa, isolation, botanist, stranded, spaceship, space, engineering, survival, astronaut, science, deep space explorer, duringcreditsstinger, battle for survival"
1635,The Island,"In 2019, Lincoln Six-Echo is a resident of a seemingly ""Utopian"" but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to The Island — reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie.",2005-07-20,6.5,"Adventure, Action, Thriller, Science Fiction","Ewan McGregor | Lincoln Six Echo / Tom Lincoln | 0, Scarlett Johansson | Jordan Two Delta / Sarah Jordan | 1, Djimon Hounsou | Albert Laurent | 2, Sean Bean | Dr. Bernard Merrick | 3, Steve Buscemi | James 'Mac' McCord | 4","Michael Bay | Director, Michael Bay | Producer, Walter F. Parkes | Producer, Ian Bryce | Producer","clone, transplantation, love of one's life, dystopia, genetics, freedom, escape, cloning, plague"
10214,Son of the Mask,"Tim Avery, an aspiring cartoonist, finds himself in a predicament when his dog stumbles upon the mask of Loki. Then after conceiving an infant son ""born of the mask"", he discovers just how looney child raising can be.",2005-02-18,3.6,"Adventure, Fantasy, Comedy, Family","Jamie Kennedy | Tim Avery | 0, Alan Cumming | Loki | 1, Traylor Howard | Tonya Avery | 2, Kal Penn | Jorge | 3, Steven Wright | Daniel Moss | 4","Erica Huggins | Producer, Lawrence Guterman | Director","baby, mask, viking"
24113,Town & Country,"Porter Stoddard is a well-known New York architect who is at a crossroads... a nexus where twists and turns lead to myriad missteps some with his wife Ellie, others with longtime friends Mona and her husband Griffin. Deciding which direction to take often leads to unexpected encounters with hilarious consequences.",2001-04-27,3.7,"Comedy, Romance","Warren Beatty | Porter Stoddard | 0, Diane Keaton | Ellie Stoddard | 1, Goldie Hawn | Mona Morris | 2, Garry Shandling | Griffin Morris | 3, Andie MacDowell | Eugenie Clayborne | 4",Peter Chelsom | Director,"architect, cellist, friends, anniversary"
9679,Gone in Sixty Seconds,"Upon learning that he has to come out of retirement to steal 50 cars in one night to save his brother Kip's life, former car thief Randall ""Memphis"" Raines enlists help from a few ""boost happy"" pals to accomplish a seemingly impossible feat. From countless car chases to relentless cops, the high-octane excitement builds as Randall swerves around more than a few roadblocks to keep Kip alive.",2000-06-09,6.1,"Action, Thriller, Crime","Nicolas Cage | Randall 'Memphis' Raines | 0, Angelina Jolie | Sara 'Sway' Wayland | 1, Giovanni Ribisi | Kip Raines | 2, Delroy Lindo | (Det) Roland Castlebeck | 3, Will Patton | Atlee Jackson | 4","Jerry Bruckheimer | Producer, Mike Stenson | Producer, Dominic Sena | Director","brother brother relationship, detective, car race, car thief, blackmail, brother, remake, heist, betrayal, organized crime, shootout, police chase, explosion, violence, lock pick, car chase, stakeout, illegal drugs, car movie, stolen cars, ford mustang, blacklight"
98,Gladiator,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.",2000-05-01,7.9,"Adventure, Drama, Action","Russell Crowe | Maximus | 0, Joaquin Phoenix | Commodus | 1, Connie Nielsen | Lucilla | 2, Oliver Reed | Proximo | 3, Richard Harris | Marcus Aurelius | 4","Ridley Scott | Director, David Franzoni | Producer, Branko Lustig | Producer, Douglas Wick | Producer","rome, gladiator, arena, senate, roman empire, emperor, slavery, battlefield, blood, ancient world, father daughter relationship, combat, mother son relationship, dream sequence, chariot, philosopher, barbarian horde, 2nd century, successor"
180,Minority Report,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.",2002-06-20,7.1,"Action, Thriller, Science Fiction, Mystery","Tom Cruise | Chief John Anderton | 0, Colin Farrell | Danny Witwer | 1, Samantha Morton | Agatha | 2, Max von Sydow | Director Lamar Burgess | 3, Lois Smith | Dr. Iris Hineman | 4","Steven Spielberg | Director, Jan de Bont | Producer, Bonnie Curtis | Producer, Gerald R. Molen | Producer, Walter F. Parkes | Producer","self-fulfilling prophecy, washington d.c., evidence, future, hologram, dystopia, murder, neo-noir, future noir"
672,Harry Potter and the Chamber of Secrets,"Ignoring threats to his life, Harry returns to Hogwarts to investigate – aided by Ron and Hermione – a mysterious series of attacks.",2002-11-13,7.4,"Adventure, Fantasy, Family","Daniel Radcliffe | Harry Potter | 0, Rupert Grint | Ron Weasley | 1, Emma Watson | Hermione Granger | 2, Richard Harris | Albus Dumbledore | 3, Alan Rickman | Severus Snape | 4","Chris Columbus | Director, David Heyman | Producer","flying car, witch, magic, cutting the cord, child hero, broom, sorcerer's apprentice, school of witchcraft, giant snake, black magic, aftercreditsstinger"
36557,Casino Royale,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond – on his maiden mission as a 00 Agent – to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",2006-11-14,7.3,"Adventure, Action, Thriller","Daniel Craig | James Bond | 0, Eva Green | Vesper Lynd | 1, Mads Mikkelsen | Le Chiffre | 2, Judi Dench | M | 3, Jeffrey Wright | Felix Leiter | 4","Barbara Broccoli | Producer, Martin Campbell | Director, Michael G. Wilson | Producer","italy, poker, casino, terrorist, banker, money, free running, torture, british secret service, montenegro"
869,Planet of the Apes,"After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.",2001-07-25,5.6,"Adventure, Action, Thriller, Science Fiction","Mark Wahlberg | Leo Davidson | 0, Tim Roth | General Thade | 1, Helena Bonham Carter | Ari | 2, Michael Clarke Duncan | Attar | 3, Kris Kristofferson | Karubi | 4","Tim Burton | Director, Richard D. Zanuck | Producer","gorilla, space marine, space suit, revolution, chimp, slavery, space travel, time travel, dystopia, alien planet, ape, human subjugation"
280,Terminator 2: Judgment Day,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",1991-07-01,7.7,"Action, Thriller, Science Fiction","Arnold Schwarzenegger | The Terminator | 0, Linda Hamilton | Sarah Connor | 1, Robert Patrick | T-1000 | 2, Edward Furlong | John Connor | 3, Michael Edwards | Old John Connor | 4","James Cameron | Director, James Cameron | Producer","cyborg, shotgun, post-apocalyptic, dystopia, moral ambiguity, mental institution, violence, fictional war, morphing, nuclear weapons, shape shifter, savior, catch phrase"
11322,Public Enemies,"Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive.",2009-07-01,6.5,"Drama, History, Crime","Christian Bale | Melvin Purvis | 0, Johnny Depp | John Dillinger | 1, Giovanni Ribisi | Alvin Karpis | 2, Billy Crudup | J. Edgar Hoover | 3, Marion Cotillard | Billie Frechette | 4","Michael Mann | Director, Michael Mann | Producer, Kevin Misher | Producer","cinema, hiding place, machinegun, prison guard, escape from prison, dillinger"
4982,American Gangster,"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Based on a true story.",2007-11-02,7.4,"Drama, Crime","Denzel Washington | Frank Lucas | 0, Russell Crowe | Richie Roberts | 1, Chiwetel Ejiofor | Huey Lucas | 2, Josh Brolin | Detective Trupo | 3, Lymari Nadal | Eva | 4","Brian Grazer | Producer, Ridley Scott | Director, Ridley Scott | Producer","underdog, black people, drug traffic, drug smuggle, society, ambition, rise and fall, cop, drug dealing, police corruption, gangster, crime, police detective, family, law enforcement, aftercreditsstinger, dishonesty, criminal heroes"
36955,True Lies,"Harry Tasker is a secret agent for the United States Government. For years, he has kept his job from his wife, but is forced to reveal his identity and try to stop nuclear terrorists when he and his wife are kidnapped by them.",1994-07-14,6.8,"Action, Thriller","Arnold Schwarzenegger | Harry Tasker | 0, Jamie Lee Curtis | Helen Tasker | 1, Tom Arnold | Albert Gibson | 2, Bill Paxton | Simon | 3, Tia Carrere | Juno Skinner | 4","James Cameron | Director, James Cameron | Producer, Stephanie Austin | Producer","spy, terrorist, florida, gun, kidnapping, horseback riding, florida keys, secret agent, terrorist plot, top secret, woman with glasses, hit with a telephone, truth serum, mushroom cloud, jackhammer, key west"
18487,The Taking of Pelham 1 2 3,"Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.",2009-06-11,6.2,"Drama, Thriller, Crime","Denzel Washington | Walter Garber | 0, John Travolta | Ryder | 1, Luis Guzmán | Phil Ramos | 2, Victor Gojcaj | Bashkim | 3, John Turturro | Camonetti | 4","Tony Scott | Director, Richard Baratta | Producer, Todd Black | Producer, Jason Blumenthal | Producer","hostage, new york city, new york subway, subway train, stock market, motorcycle crash, subway tunnel, aftercreditsstinger"
39451,Little Fockers,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",2010-12-21,5.4,"Comedy, Romance","Robert De Niro | Jack Byrnes | 0, Ben Stiller | Greg Focker | 1, Owen Wilson | Kevin Rawley | 2, Dustin Hoffman | Bernie Focker | 3, Barbra Streisand | Rozalin Focker | 4","Robert De Niro | Producer, Paul Weitz | Director, Jane Rosenthal | Producer, Jay Roach | Producer, John Hamburg | Producer","nurse, cat, father-in-law, vomit, kids and family, viagra, duringcreditsstinger"
27581,The Other Guys,"NYPD detectives Christopher Danson (Johnson) and P.K. Highsmith (Jackson) are the baddest and most beloved cops in New York City. They don't get tattoos, other men get tattoos of them. Two desks over and one back, sit detectives Allen Gamble (Ferrell) and Terry Hoitz (Wahlberg). You've seen them in the background of photos of Danson and Highsmith, out of focus and eyes closed. They're not heroes, they're ""the other guys."" But every cop has his or her day and soon Gamble and Hoitz stumble into a seemingly innocuous case no other detective wants to touch that could turn into NYC's biggest crime. It's the opportunity of their lives, but do these guys have the right stuff?",2010-08-06,6.1,"Action, Comedy, Crime","Will Ferrell | Detective Allen Gamble | 0, Mark Wahlberg | Detective Terry Hoitz | 1, Eva Mendes | Sheila Gamble | 2, Samuel L. Jackson | P.K. Highsmith | 3, Dwayne Johnson | Christopher Danson | 4","Will Ferrell | Producer, Patrick Crowley | Producer, Adam McKay | Director, Adam McKay | Producer, Jimmy Miller | Producer","narration, ceo, fire truck, shot in the shoulder, zip line, buddy comedy, carjacking, aftercreditsstinger, duringcreditsstinger"
9268,Eraser,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.",1996-06-21,5.6,"Drama, Action, Thriller, Mystery","Arnold Schwarzenegger | U.S. Marshal John 'The Eraser' Kruger | 0, James Caan | U.S. Marshal Robert Deguerin | 1, Vanessa Williams | Lee Cullen | 2, James Coburn | WitSec Chief Beller | 3, Robert Pastorelli | Johnny Casteleone | 4","Arnold Kopelson | Producer, Anne Kopelson | Producer, Chuck Russell | Director","suicide, ambush, showdown, hostage, traitor, new identity, hitman, witness, witness protection, arms dealer, deception, betrayal, treason, conspiracy, u.s. marshal, gunfight, train, explosion, violence, sabotage, corporate crime, rogue agent, assassination attempt, x-ray vision, railgun"
68718,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",2012-12-25,7.8,"Drama, Western","Jamie Foxx | Django | 0, Christoph Waltz | Dr. King Schultz | 1, Leonardo DiCaprio | Calvin Candie | 2, Kerry Washington | Broomhilda von Shaft | 3, Samuel L. Jackson | Stephen | 4","Quentin Tarantino | Director, Stacey Sher | Producer, Reginald Hudlin | Producer, Pilar Savone | Producer","bounty hunter, hero, plantation, society, friendship, friends, revenge, rivalry, rescue, shootout, racism, danger, dentist, django, dual role, aftercreditsstinger, odd couple, black slave, deadly, chases and races, 19th century"
10545,The Hunchback of Notre Dame,"When Quasi defies the evil Frollo and ventures out to the Festival of Fools, the cruel crowd jeers him. Rescued by fellow outcast the gypsy Esmeralda, Quasi soon finds himself battling to save the people and the city he loves.",1996-06-21,6.8,"Animation, Drama, Family","Tom Hulce | Quasimodo (voice) | 0, Demi Moore | Esmeralda (voice) | 1, Tony Jay | Frollo (voice) | 2, Kevin Kline | Phoebus (voice) | 3, Paul Kandel | Clopin (voice) | 4","Don Hahn | Producer, Gary Trousdale | Director, Kirk Wise | Director","paris, based on novel, judge, obsession, dance, sword, mockery, ugliness, cathedral, musical, fool, bell, religion, orphan, army captain, festival, angry mob, witch hunt, 15th century"
11688,The Emperor's New Groove,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.",2000-12-09,7.2,"Adventure, Fantasy, Animation, Comedy, Family","David Spade | Kuzco (voice) | 0, John Goodman | Patcha (voice) | 1, Eartha Kitt | Yzma (voice) | 2, Patrick Warburton | Kronk (voice) | 3, Wendie Malick | Chicha, Pacha's Wife (voice) | 4","Mark Dindal | Director, Randy Fullmer | Producer","central and south america, birthday, emperor, palace, kingdom, berater, llama"
2067,Mission to Mars,"When contact is lost with the crew of the first Mars expedition, a rescue mission is launched to discover their fate.",2000-03-10,5.7,Science Fiction,"Gary Sinise | Jim McConnell | 0, Tim Robbins | Woodrow 'Woody' Blake | 1, Don Cheadle | Luke Graham | 2, Connie Nielsen | Terri Fisher | 3, Jerry O'Connell | Phil Ohlmyer | 4","Brian De Palma | Director, Tom Jacobson | Producer","mars, spacecraft, space travel, alien, long take, outer space, astronaut, dismemberment, alien contact, trapped in space"
2059,National Treasure,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",2004-11-19,6.4,"Adventure, Action, Thriller, Mystery","Nicolas Cage | Ben Gates | 0, Diane Kruger | Abigail Chase | 1, Justin Bartha | Riley Poole | 2, Sean Bean | Ian Howe | 3, Jon Voight | Patrick Gates | 4","Jerry Bruckheimer | Producer, Jon Turteltaub | Director, Jon Turteltaub | Producer","riddle, treasure, treasure hunt, archaeologist, archeology "
2486,Eragon,"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king.",2006-12-14,4.9,"Adventure, Fantasy, Action, Family","Ed Speleers | Eragon | 0, Jeremy Irons | Brom | 1, Sienna Guillory | Arya | 2, Robert Carlyle | Durza | 3, Djimon Hounsou | Ajihad | 4","John Davis | Producer, Wyck Godfrey | Producer, Stefen Fangmeier | Director","based on novel, mythical creature, dragon, fantasy world, teenage hero, based on young adult novel"
16523,Where the Wild Things Are,"Max imagines running away from his mom and sailing to a far-off land where large talking beasts -- Ira, Carol, Douglas, the Bull, Judith and Alexander -- crown him as their king, play rumpus, build forts and discover secret hideaways.",2009-10-16,6.4,"Fantasy, Family","Max Records | Max | 0, Catherine Keener | Connie | 1, Lauren Ambrose | KW (voice) | 2, James Gandolfini | Carol (voice) | 3, Catherine O'Hara | Judith (voice) | 4","Tom Hanks | Producer, Spike Jonze | Director, Vincent Landay | Producer, Gary Goetzman | Producer, John B. Carls | Producer, Maurice Sendak | Producer","children's book, igloo, wolf costume, swallowed whole, hit with a rock, lying, falling down a hill, snowball fight, children's perspectives"
116711,Epic,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group characters in order to save their world -- and ours.,2013-05-15,6.4,"Adventure, Fantasy, Animation, Family","Josh Hutcherson | Nod (voice) | 0, Amanda Seyfried | Mary Katherine (M.K.) (voice) | 1, Colin Farrell | Ronin (voice) | 2, Jason Sudeikis | Bomba (voice) | 3, Aziz Ansari | Mub (voice) | 4","Chris Wedge | Director, Lori Forte | Producer, Jerry Davis | Producer","fantasy, miniature people"
37710,The Tourist,"American tourist Frank (Johnny Depp) meets mysterious British woman Elsie (Angelina Jolie) on the train to Venice. Romance seems to bud, but there's more to her than meets the eye. Remake of the 2005 French film ""Anthony Zimmer"", written and directed by Jérôme Salle.",2010-12-08,6.0,"Action, Thriller, Romance","Johnny Depp | Frank Tupelo | 0, Angelina Jolie | Elise Clifton-Ward | 1, Paul Bettany | Inspector John Acheson | 2, Timothy Dalton | Chief Inspector Jones | 3, Steven Berkoff | Reginald Shaw | 4","Roger Birnbaum | Producer, Gary Barber | Producer, Florian Henckel von Donnersmarck | Director, Graham King | Producer, Jonathan Glickman | Producer, Tim Headington | Producer, Adam Rosenberg | Producer","paris, hotel, false identity, undercover agent, romance"
9946,End of Days,"On December 28th, 1999, the citizens of New York City are getting ready for the turn of the millennium. However, the Devil decides to crash the party by coming to the city, inhabiting a man's body, and searching for his chosen bride, a 20-year-old woman named Christine York. The world will end, and the only hope lies within an atheist called Jericho Cane.",1999-11-24,5.5,"Fantasy, Horror, Action, Mystery","Arnold Schwarzenegger | Jericho Cane | 0, Gabriel Byrne | Satan | 1, Kevin Pollak | Bobby Chicago | 2, Robin Tunney | Christine York | 3, CCH Pounder | Detective Margie Francis | 4","Peter Hyams | Director, Armyan Bernstein | Producer, Bill Borden | Producer","christianity, sex, new year's eve, pastor, nudity, mephisto, nightmare, bible, satanist, faith, ex-cop, anti-christ, millenium, atheist, suspense, priest, hospital, train, new york city, explosion, church, violence, devil, woman in jeopardy, satanic, flashback, stigmata"
1372,Blood Diamond,"An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide.",2006-12-07,7.3,"Drama, Action, Thriller","Leonardo DiCaprio | Danny Archer | 0, Djimon Hounsou | Solomon Vandy | 1, Jennifer Connelly | Maddy Bowen | 2, Kagiso Kuypers | Dia Vandy | 3, Arnold Vosloo | Colonel Coetzee | 4","Edward Zwick | Director, Edward Zwick | Producer, Marshall Herskovitz | Producer, Gillian Gorfil | Producer, Graham King | Producer, Darrell James Roodt | Producer, Paula Weinstein | Producer, Genevieve Hofmeyr | Producer, Josh Gummersall | Producer, Philip Key | Producer","rebel, journalist, journalism, loss of family, slavery, mercenary, diamond mine, sierra leone, bootlegger, fisherman, special unit, smuggling, genocide in rwanda, oppression"
